name,category,latitude,longitude,address,phone,website,google_maps_url,rating,review_count,price_level,hours,open_now,types,place_id
LA CASA DE LOS PUEBLOS DEL CACAO,Organic Shops,15.6678006,-96.5548294,"Mercado Orgánico de Mazunte, México 175, 70902 Mazunte, Oax., Mexico",958 173 9067,http://www.casadelcacao.org/,https://maps.google.com/?cid=3833356557929174651,5,1,N/A,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: 9:00 AM – 3:00 PM,False,,ChIJ0yWoaZgpuYURe1bIvHrRMjU
Doba Mini-Super,Organic Shops,15.6667645,-96.55038449999999,"Paseo del Mazunte SN, 70946 Mazunte, Oax., Mexico",81 2521 8751,https://linktr.ee/doba.mazunte,https://maps.google.com/?cid=10512186506063476554,5,2,N/A,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM | Thursday: 8:00 AM – 3:30 PM | Friday: 8:00 AM – 3:30 PM | Saturday: 8:00 AM – 3:30 PM | Sunday: 8:00 AM – 3:30 PM,False,,ChIJYaqVpUcpuYURSneRau7J4pE
Aldea Corazón,Organic Shops,15.6765625,-96.5645625,"MCGP+J5, 70947 Oax., Mexico",662 318 5195,https://www.airbnb.mx/rooms/1332033396889023903?adults=4&search_mode=regular_search&check_in=2025-03-20&check_out=2025-03-23&source_impression_id=p3_1736719103_P38iMzbKL1lMujpS&previous_page_section_name=1000&federated_search_id=7ee8d9be-01a9-4409-9267-5bdc259fb37b,https://maps.google.com/?cid=10496254229848005886,4.7,6,N/A,N/A,Unknown,,ChIJldhCWgApuYUR_hxISpwvqpE
VIVO La Kombuchería,Organic Shops,15.6669563,-96.5479508,"México 175, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=16822206308411609966,5,35,N/A,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,False,,ChIJmV4FPropuYURbpM1d4J7dOk
Las tortuguitas,Organic Shops,15.6660155,-96.5558391,"Rinconcito, 70947 Mazunte, Oax., Mexico",958 118 0842,N/A,https://maps.google.com/?cid=6138001486955437798,4.5,8,N/A,Monday: Closed | Tuesday: 6:00 AM – 10:00 PM | Wednesday: 6:00 AM – 10:00 PM | Thursday: 6:00 AM – 10:00 PM | Friday: 6:00 AM – 10:00 PM | Saturday: 6:00 AM – 10:00 PM | Sunday: Closed,False,,ChIJieVJDD4ouYUR5l7M9NSPLlU
Pizzeria La Buena Onda,Organic Shops,15.6656619,-96.55557549999999,"Estacionamiento piceno baños y regadera, Atras del viaje de jeny y mar y aun costado el granito de arroz, Rinconcito & Palma Real, 70947 Mazunte, Oax., Mexico",777 830 9034,https://www.facebook.com/profile.php?id=100092296126909&mibextid=ZbWKwL,https://maps.google.com/?cid=5266049262178685971,4.9,103,N/A,Monday: 5:30 – 11:30 PM | Tuesday: 5:30 – 11:30 PM | Wednesday: 5:30 – 11:30 PM | Thursday: 5:30 – 11:30 PM | Friday: 5:30 – 11:30 PM | Saturday: 5:30 – 11:00 PM | Sunday: 5:30 – 11:30 PM,False,,ChIJaYr6bEYpuYURE1TeOefDFEk
Los mejores mojitos,Organic Shops,15.6638737,-96.55563649999999,"Rinconcito, Calle playa, 70947 Mazunte, Oax., Mexico",958 128 9426,N/A,https://maps.google.com/?cid=16141602916356679994,5,23,N/A,Monday: 2:00 – 9:00 PM | Tuesday: 2:00 – 9:00 PM | Wednesday: 2:00 – 9:00 PM | Thursday: 2:00 – 9:00 PM | Friday: 2:00 – 9:00 PM | Saturday: 2:00 – 9:00 PM | Sunday: 2:00 – 9:00 PM,False,,ChIJQXgthd0puYUROmnZnlR-AuA
La casita del chocolate,Artisan Shops,15.6762066,-96.5686219,"70947 Ventanilla, 70947 Santa María Tonameca, Oax., Mexico",958 107 7891,N/A,https://maps.google.com/?cid=9147237517426632371,4.4,7,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJH_QgXg4puYURsyZX1g6E8X4
ArteSano,Stores,15.6660867,-96.5426457,"México 175 141, 70947 San Agustinillo, Oax., Mexico",958 111 3986,https://www.instagram.com/sano_arte/,https://maps.google.com/?cid=15997572280946991108,4.6,11,N/A,Monday: 10:00 AM – 5:00 PM | Tuesday: Closed | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 3:00 PM,False,,ChIJzZ7jxTYouYURBCB7EjvLAt4
"Artesanias y ropa ""Huitzakaxin""",Stores,15.6657458,-96.55348839999999,"70947 Mazunte, Oax., Mexico",958 243 6655,N/A,https://maps.google.com/?cid=17875157300640425442,5,2,N/A,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,False,,ChIJrbr-agApuYUR4iXnuNtQEfg
"Café Pacífico, Mazunte, Oaxaca",Stores,15.6657866,-96.55492629999999,"esquina Palma Real(Posada La, C. la Barrita, 70946 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=12101667996395079941,5,2,N/A,Monday: 8:00 AM – 1:00 PM | Tuesday: Closed | Wednesday: 8:00 AM – 1:00 PM | Thursday: 8:00 AM – 1:00 PM | Friday: 8:00 AM – 1:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: 8:00 AM – 1:00 PM,False,,ChIJVx-lo2UpuYURBYnX4uzC8ac
LURIO,Stores,15.6657665,-96.5550466,"falafel el loco y helados veganos, C. la Barrita Supermanzana Frente entre los jacalitos y la mezcaleria, 70947 Mazunte, Oax., Mexico",(250) 938-7110,N/A,https://maps.google.com/?cid=17583868868394071462,5,8,N/A,Monday: Closed | Tuesday: Closed | Wednesday: 3:00 – 10:30 PM | Thursday: 3:00 – 10:30 PM | Friday: 3:00 – 10:30 PM | Saturday: 3:00 – 10:30 PM | Sunday: 3:00 – 10:30 PM,False,,ChIJ9zz-7cQpuYURprWtjZJzBvQ
La Choza,Stores,15.6656875,-96.5554375,"MC8V+7R, 70947 Mazunte, Oax., Mexico",958 116 0841,N/A,https://maps.google.com/?cid=9292109655073610321,4.3,3,N/A,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,False,,ChIJeZ1zeM0puYURUdqj5H809IA
Cocomiel Vegan Ice Cream,Stores,15.6661515,-96.555098,"C. la Barrita, 70947 Mazunte, Oax., Mexico",958 115 6364,https://instagram.com/cocomielhelados?igshid=NzZlODBkYWE4Ng==,https://maps.google.com/?cid=6310441120328149206,4.9,41,N/A,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 2:00 – 10:00 PM | Saturday: 2:00 – 10:00 PM | Sunday: 2:00 – 10:00 PM,False,,ChIJfUVEXZEpuYUR1mgtycMwk1c
Terraza del Arquitecto,Stores,15.6640196,-96.55547,"Rinconcito, 70946 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=6339797770089882670,4.1,428,N/A,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,False,,ChIJGcBHSD4ouYURLmQFcnt8-1c
Perla Blanca Boutique,Stores,15.6643816,-96.55573559999999,"Rinconcito, 70947 Mazunte, Oax., Mexico",55 6252 6031,N/A,https://maps.google.com/?cid=18086951928153696153,5,4,N/A,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: Closed | Saturday: 11:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,False,,ChIJq2g5UwApuYURmecqK_PCAfs
Miscelanea Golfina,Stores,15.6666805,-96.55305489999999,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=12726456178806689720,N/A,N/A,N/A,Monday: 8:30 AM – 11:00 PM | Tuesday: 8:30 AM – 11:00 PM | Wednesday: 8:30 AM – 11:00 PM | Thursday: 8:30 AM – 11:00 PM | Friday: 8:30 AM – 11:00 PM | Saturday: 8:30 AM – 11:00 PM | Sunday: 8:30 AM – 11:00 PM,False,,ChIJyXklIDwouYURuA9Zi3d0nbA
Haramara,Stores,15.6641303,-96.555758,"Calle playa, Rinconcito, 70947 Mazunte, Oax., Mexico",958 131 6744,N/A,https://maps.google.com/?cid=3071070205788038194,N/A,N/A,N/A,Monday: Closed | Tuesday: Closed | Wednesday: 12:00 – 6:00 PM | Thursday: Closed | Friday: Closed | Saturday: 12:00 – 8:00 PM | Sunday: 12:00 – 8:00 PM,False,,ChIJ-ZR9I-spuYURMiRIuBSinio
desire digital mazunte,Stores,15.6668294,-96.5534107,"Carey, 70947 Mazunte, Oax., Mexico",33 1238 4005,https://desire-sexshop-online.kyte.site/,https://maps.google.com/?cid=11525828922466260515,N/A,N/A,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJ_yfBEEApuYURI1aGqVb4858
Oaxaca de mis Amores,Stores,15.6667251,-96.55307549999999,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=8635237488320891871,4.2,18,N/A,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,False,,ChIJQ1SfAQApuYUR38uAgr6G1nc
Mini super El Grillito,Stores,15.6668834,-96.5532861,"Entre La Esc Primaria Y Museo Tortuga, Centro, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=9825218492040105831,5,1,N/A,N/A,Unknown,,ChIJc1-_BQApuYURZ0-miikwWog
CORAL Lámparas artesanales,Stores,15.665832,-96.5558215,"Andador el Rinconcito frente a Camino a Mermejita Mazunte, 70947 Santa María Tonameca, Oax., Mexico",958 119 3092,N/A,https://maps.google.com/?cid=5469561956150840205,5,2,N/A,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 4:00 – 10:00 PM | Saturday: 4:00 – 8:00 PM | Sunday: 4:00 – 10:00 PM,False,,ChIJnxuWaRUpuYURjYtcwZ7J50s
Niza Doo Beachwear Mazunte,Stores,15.6651453,-96.5560538,"Rinconcito s/n, 70947 Mazunte, Oax., Mexico",N/A,http://www.nizadoo.com/,https://maps.google.com/?cid=3292380568182932473,3.5,2,N/A,"Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 3:00 PM, 4:00 – 8:00 PM",False,,ChIJgYQU5dspuYUR-UPx167isC0
Posada Recinto del Viento,Coworking Spaces,15.6665616,-96.5427631,"Domicilio conocido Posada Recinto del Viento San Agustinillo, 70947 San Pedro Pochutla, Oax., Mexico",N/A,https://recintodelviento.com/,https://maps.google.com/?cid=5497350039858871843,5,11,N/A,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,False,,ChIJTVfC0zYouYURI37EK7yCSkw
Lavandería,Laundry,15.6665092,-96.5441783,"C. Agustivino 10, 70947 San Agustinillo, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=16586553759383528109,5,1,N/A,N/A,Unknown,,ChIJR53ACAApuYURraL5y8NGL-Y
LAVANDERIA LA ESPUMA,Laundry,15.6691786,-96.5536585,"70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=1287539975013929842,2.3,17,N/A,N/A,Unknown,,ChIJ0QDcrJMpuYURchPSHMlC3hE
Laundry Chelita,Laundry,15.666358,-96.55578829999999,"Rinconcito, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=13210117935233624916,3,25,N/A,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 8:00 AM – 7:00 PM | Saturday: 8:00 AM – 7:00 PM | Sunday: 8:00 AM – 7:00 PM,False,,ChIJ3zwBmX4puYURVOudmkXEU7c
lavanderia,Laundry,15.6668002,-96.547332,"70947 Santa María Tonameca, Oaxaca, Mexico",N/A,N/A,https://maps.google.com/?cid=15675074457808604627,2.3,8,N/A,N/A,Unknown,,ChIJF8CQvYIpuYUR0w17VSsNidk
Lavanderia BENJY,Laundry,15.6678422,-96.55082089999999,"C. Tamarindos, 70946 Mazunte, Oax., Mexico",958 107 0188,N/A,https://maps.google.com/?cid=675487687549914003,4.4,11,N/A,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: Closed,False,,ChIJXZrQCicpuYURkwuQEnnQXwk
Lavandería Vicky,Laundry,15.6669518,-96.5553822,"C. la Barrita, 70947 Mazunte, Oax., Mexico",81 4649 1985,N/A,https://maps.google.com/?cid=9481917036194413974,2.9,8,N/A,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: Closed,False,,ChIJs4xrBwApuYURlr0XnE6JloM
Cabañas Mágico Atardecer,Laundry,15.6651996,-96.5386078,"70947, Rancho las hamacas, 70947 México, Oax., Mexico",958 109 7523,N/A,https://maps.google.com/?cid=7255242678062456483,5,32,N/A,N/A,Unknown,,ChIJa3ABCckpuYURo54qmcbMr2Q
Ocean Surf School,Surf Shops,15.6656377,-96.5444967,"70947 San Agustinillo, Oax., Mexico",958 587 6569,https://m.facebook.com/profile.php?id=100063933879902,https://maps.google.com/?cid=547924703253075835,4.4,20,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJn3KEd6UpuYURe5cPVZ2emgc
Sudaka Surf School & Shop,Surf Shops,15.6669334,-96.5510432,"Calle principal, 70947 Mazunte, Oax., Mexico",954 154 3119,http://sudakasurf.com/,https://maps.google.com/?cid=18156003117842470677,5,87,N/A,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,False,,ChIJhwPXeo4puYURFZfiG6QU9_s
Jahir’s Surf School,Surf Shops,15.6660885,-96.54600479999999,"Supermanzana Playa, 70947 San Agustinillo, Oax., Mexico",951 122 2398,https://www.instagram.com/jahir_surfschool?igsh=MWJkYnVjNm1xZDcycg%3D%3D&utm_source=qr,https://maps.google.com/?cid=11464278945710803351,4.9,33,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJx-CAHAApuYURlwkV9fVMGZ8
Alejandra,Surf Shops,15.6650396,-96.5471967,"Unnamed Road, 70946 Santa María Tonameca, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=4653811308995062142,3.8,221,$,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,False,,ChIJLWLlwjkouYURfqlYhLqolUA
PRICILLAS SURF SHACK,Surf Shops,15.6654078,-96.5439497,"Principal S/N San Agustinillo, 70946, 70947 San Agustinillo, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=9198869989567732743,1,1,N/A,N/A,Unknown,,ChIJVS15FikpuYURB5wvj4TzqH8
Sunset Paddle Tours,Surf Shops,15.6648588,-96.5560417,"70947 Mazunte, Oax., Mexico",(907) 280-9279,http://facebook.com/sunsetpaddletours,https://maps.google.com/?cid=13971520468589737751,5,18,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJD_-hPD4ouYURF_djhtfP5ME
Surf School IPA,Surf Shops,15.6658669,-96.5460397,"México 175 141, 70947 San Agustinillo, Oax., Mexico",958 587 4008,https://shop.magin.mx/surf-oaxaca-clases-surfing-playas-mexico-hotel-hostal,https://maps.google.com/?cid=7666959581836231323,5,14,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJZRHSFgApuYURm0KgTh6DZmo
Scooter Rental SURF RIDERS,Surf Shops,15.6686432,-96.5537633,"La parota 43, del puente arroyo, 70949 Mazunte, Oax., Mexico",55 8513 0653,https://www.instagram.com/mazuntesurf_riders?igsh=MTNhbG4yMTlncGt2cg==,https://maps.google.com/?cid=16652954482138912314,5,5,N/A,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: Closed,False,,ChIJmUd3jaopuYUROpaj0N4tG-c
Arena Negra,Surf Shops,15.6678571,-96.5551948,"70947 Mazunte, Oax., Mexico",958 587 6046,N/A,https://maps.google.com/?cid=1379355381230915053,4.7,274,N/A,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: Closed | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 10:00 PM,False,,ChIJE5MLbuEpuYUR7c1KPWl0JBM
Pacifico Magico Tours,Surf Shops,15.665058,-96.54722369999999,"70947 San Agustinillo, Oax., Mexico",N/A,https://www.instagram.com/pacifico_magico_tours?igsh=bTd4eTM4ZGY1ZGdw,https://maps.google.com/?cid=12557088816228888746,4.6,54,N/A,N/A,Unknown,,ChIJMelfaAApuYURqnBagL-9Q64
Casa Aamori,Surf Shops,15.6657915,-96.54252729999999,"Calle Principal S/N, San Agustinillo, 70946 Santa María Tonameca, Oax., Mexico",55 5436 2538,http://www.aamoriboutiquehotel.com/,https://maps.google.com/?cid=12254485391019365111,4.4,117,N/A,N/A,Unknown,,ChIJVVRDkUbUuIUR91LsPImtEKo
El Triángulo Mazunte (by appointment),Surf Shops,15.6718109,-96.5543148,"El Triangulo S/N, 70947 Oax., Mexico",(917) 207-5125,http://www.eltriangulo.co/,https://maps.google.com/?cid=18011987928341622408,4.9,15,N/A,N/A,Unknown,,ChIJdyq0nVYpuYURiC5t15Zv9_k
La Ola,Surf Shops,15.6655902,-96.5453477,"México 175 141, 70947 San Agustinillo, Oax., Mexico",958 118 5943,N/A,https://maps.google.com/?cid=3486196803127788844,4,252,N/A,Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 7:30 AM – 5:30 PM | Sunday: 10:00 AM – 5:30 PM,False,,ChIJF0yp4TkouYURLMWIk4V1YTA
Cangrejito playero,Surf Shops,15.6658171,-96.5442475,"san agustinillo, avenida principal, 70947 OAXACA, Oax., Mexico",958 587 4008,https://shop.magin.mx/surf-oaxaca-clases-surfing-playas-mexico-hotel-hostal,https://maps.google.com/?cid=10358892081178489604,N/A,N/A,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJEVwVLLEpuYURBDNAzXYtwo8
